title,authors,year,conference,link
Diffusion Variational Autoencoders.,"['Luis A. Pérez Rey', 'Vlado Menkovski', 'Jim Portegies']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/375
Only Relevant Information Matters: Filtering Out Noisy Samples To Boost RL.,"['Yannis Flet-Berliac', 'Philippe Preux']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/376
Consistent MetaReg: Alleviating Intra-task Discrepancy for Better Meta-knowledge.,"['Pinzhuo Tian', 'Lei Qi', 'Shaokang Dong', 'Yinghuan Shi', 'Yang Gao']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/377
Accelerating Stratified Sampling SGD by Reconstructing Strata.,"['Weijie Liu', 'Hui Qian', 'Chao Zhang', 'Zebang Shen', 'Jiahao Xie', 'Nenggan Zheng']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/378
Internal and Contextual Attention Network for Cold-start Multi-channel Matching in Recommendation.,"['Ruobing Xie', 'Zhijie Qiu', 'Jun Rao', 'Yi Liu', 'Bo Zhang', 'Leyu Lin']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/379
KGNN: Knowledge Graph Neural Network for Drug-Drug Interaction Prediction.,"['Xuan Lin', 'Zhe Quan', 'Zhi-Jie Wang', 'Tengfei Ma', 'Xiangxiang Zeng']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/380
Toward a neuro-inspired creative decoder.,"['Payel Das', 'Brian Quanz', 'Pin-Yu Chen', 'Jae-wook Ahn', 'Dhruv Shah']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/381
Inference-Masked Loss for Deep Structured Output Learning.,"['Quan Guo', 'Hossein Rajaby Faghihi', 'Yue Zhang', 'Andrzej Uszok', 'Parisa Kordjamshidi']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/382
Deep Latent Low-Rank Fusion Network for Progressive Subspace Discovery.,"['Zhao Zhang', 'Jiahuan Ren', 'Zheng Zhang', 'Guangcan Liu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/383
General Purpose MRF Learning with Neural Network Potentials.,"['Hao Xiong', 'Nicholas Ruozzi']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/384
"Measuring the Discrepancy between Conditional Distributions: Methods, Properties and Applications.","['Shujian Yu', 'Ammar Shaker', 'Francesco Alesiani', 'José C. Príncipe']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/385
Temporal Attribute Prediction via Joint Modeling of Multi-Relational Structure Evolution.,"['Sankalp Garg', 'Navodita Sharma', 'Woojeong Jin', 'Xiang Ren']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/386
Is the Skip Connection Provable to Reform the Neural Network Loss Landscape?,"['Lifu Wang', 'Bo Shen', 'Ning Zhao', 'Zhiyuan Zhang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/387
Exploiting Neuron and Synapse Filter Dynamics in Spatial Temporal Learning of Deep Spiking Neural Network.,"['Haowen Fang', 'Amar Shrestha', 'Ziyi Zhao', 'Qinru Qiu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/388
Mutual Information Estimation using LSH Sampling.,"['Ryan Spring', 'Anshumali Shrivastava']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/389
Reward Prediction Error as an Exploration Objective in Deep RL.,"['Riley Simmons-Edler', 'Ben Eisner', 'Daniel Yang', 'Anthony Bisulco', 'Eric Mitchell', 'H. Sebastian Seung', 'Daniel D. Lee']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/390
BRPO: Batch Residual Policy Optimization.,"['Sungryull Sohn', 'Yinlam Chow', 'Jayden Ooi', 'Ofir Nachum', 'Honglak Lee', 'Ed H. Chi', 'Craig Boutilier']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/391
Communicative Representation Learning on Attributed Molecular Graphs.,"['Ying Song', 'Shuangjia Zheng', 'Zhangming Niu', 'Zhang-Hua Fu', 'Yutong Lu', 'Yuedong Yang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/392
Spectral Pruning: Compressing Deep Neural Networks via Spectral Analysis and its Generalization Error.,"['Taiji Suzuki', 'Hiroshi Abe', 'Tomoya Murata', 'Shingo Horiuchi', 'Kotaro Ito', 'Tokuma Wachi', 'So Hirai', 'Masatoshi Yukishima', 'Tomoaki Nishimura']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/393
Reinforcement Learning Framework for Deep Brain Stimulation Study.,"['Dmitrii Krylov', 'Remi Tachet des Combes', 'Romain Laroche', 'Michael Rosenblum', 'Dmitry V. Dylov']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/394
DACE: Distribution-Aware Counterfactual Explanation by Mixed-Integer Linear Optimization.,"['Kentaro Kanamori', 'Takuya Takagi', 'Ken Kobayashi', 'Hiroki Arimura']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/395
Constrained Policy Improvement for Efficient Reinforcement Learning.,"['Elad Sarafian', 'Aviv Tamar', 'Sarit Kraus']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/396
Adaptively Multi-Objective Adversarial Training for Dialogue Generation.,"['Xuemiao Zhang', 'Zhouxing Tan', 'Xiaoning Zhang', 'Yang Cao', 'Rui Yan']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/397
Multi-Class Imbalanced Graph Convolutional Network Learning.,"['Min Shi', 'Yufei Tang', 'Xingquan Zhu', 'David A. Wilson', 'Jianxun Liu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/398
Learning in the Wild with Incremental Skeptical Gaussian Processes.,"['Andrea Bontempelli', 'Stefano Teso', 'Fausto Giunchiglia', 'Andrea Passerini']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/399
Seq-U-Net: A One-Dimensional Causal U-Net for Efficient Sequence Modelling.,"['Daniel Stoller', 'Mi Tian', 'Sebastian Ewert', 'Simon Dixon']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/400
Independent Skill Transfer for Deep Reinforcement Learning.,"['Qiangxing Tian', 'Guanchu Wang', 'Jinxin Liu', 'Donglin Wang', 'Yachen Kang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/401
Crowdsourcing with Multiple-Source Knowledge Transfer.,"['Guangyang Han', 'Jinzheng Tu', 'Guoxian Yu', 'Jun Wang', 'Carlotta Domeniconi']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/402
Class Prior Estimation in Active Positive and Unlabeled Learning.,"['Lorenzo Perini', 'Vincent Vercruyssen', 'Jesse Davis']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/403
Reducing Underflow in Mixed Precision Training by Gradient Scaling.,"['Ruizhe Zhao', 'Brian Vogel', 'Tanvir Ahmed', 'Wayne Luk']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/404
Triple-GAIL: A Multi-Modal Imitation Learning Framework with Generative Adversarial Nets.,"['Cong Fei', 'Bin Wang', 'Yuzheng Zhuang', 'Zongzhang Zhang', 'Jianye Hao', 'Hongbo Zhang', 'Xuewu Ji', 'Wulong Liu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/405
Nearly Optimal Regret for Stochastic Linear Bandits with Heavy-Tailed Payoffs.,"['Bo Xue', 'Guanghui Wang', 'Yimu Wang', 'Lijun Zhang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/406
Learning From Multi-Dimensional Partial Labels.,"['Haobo Wang', 'Weiwei Liu', 'Yang Zhao', 'Tianlei Hu', 'Ke Chen', 'Gang Chen']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/407
Unsupervised Representation Learning by Predicting Random Distances.,"['Hu Wang', 'Guansong Pang', 'Chunhua Shen', 'Congbo Ma']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/408
Asymmetric Distribution Measure for Few-shot Learning.,"['Wenbin Li', 'Lei Wang', 'Jing Huo', 'Yinghuan Shi', 'Yang Gao', 'Jiebo Luo']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/409
Quadratic Sparse Gaussian Graphical Model Estimation Method for Massive Variables.,"['Jiaqi Zhang', 'Meng Wang', 'Qinchi Li', 'Sen Wang', 'Xiaojun Chang', 'Beilun Wang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/410
Multi-View Attribute Graph Convolution Networks for Clustering.,"['Jiafeng Cheng', 'Qianqian Wang', 'Zhiqiang Tao', 'De-Yan Xie', 'Quanxue Gao']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/411
Classification with Rejection: Scaling Generative Classifiers with Supervised Deep Infomax.,"['Xin Wang', 'Siu-Ming Yiu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/412
TransRHS: A Representation Learning Method for Knowledge Graphs with Relation Hierarchical Structure.,"['Fuxiang Zhang', 'Xin Wang', 'Zhao Li', 'Jianxin Li']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/413
Towards Explainable Conversational Recommendation.,"['Zhongxia Chen', 'Xiting Wang', 'Xing Xie', 'Mehul Parsana', 'Akshay Soni', 'Xiang Ao', 'Enhong Chen']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/414
A Graphical and Attentional Framework for Dual-Target Cross-Domain Recommendation.,"['Feng Zhu', 'Yan Wang', 'Chaochao Chen', 'Guanfeng Liu', 'Xiaolin Zheng']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/415
Discriminative Feature Selection via A Structured Sparse Subspace Learning Module.,"['Zheng Wang', 'Feiping Nie', 'Lai Tian', 'Rong Wang', 'Xuelong Li']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/416
Evaluating and Aggregating Feature-based Model Explanations.,"['Umang Bhatt', 'Adrian Weller', 'José M. F. Moura']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/417
User Modeling with Click Preference and Reading Satisfaction for News Recommendation.,"['Chuhan Wu', 'Fangzhao Wu', 'Tao Qi', 'Yongfeng Huang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/418
RDF-to-Text Generation with Graph-augmented Structural Neural Encoders.,"['Hanning Gao', 'Lingfei Wu', 'Po Hu', 'Fangli Xu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/419
Hybrid Learning for Multi-agent Cooperation with Sub-optimal Demonstrations.,"['Peixi Peng', 'Junliang Xing', 'Lili Cao']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/420
Bayesian Optimization using Pseudo-Points.,"['Chao Qian', 'Hang Xiong', 'Ke Xue']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/421
Analysis of Q-learning with Adaptation and Momentum Restart for Gradient Descent.,"['Bowen Weng', 'Huaqing Xiong', 'Yingbin Liang', 'Wei Zhang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/422
Discovering Latent Class Labels for Multi-Label Learning.,"['Jun Huang', 'Linchuan Xu', 'Jing Wang', 'Lei Feng', 'Kenji Yamanishi']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/423
MergeNAS: Merge Operations into One for Differentiable Architecture Search.,"['Xiaoxing Wang', 'Chao Xue', 'Junchi Yan', 'Xiaokang Yang', 'Yonggang Hu', 'Kewei Sun']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/424
BaKer-Nets: Bayesian Random Kernel Mapping Networks.,"['Hui Xue', 'Zheng-Fan Wu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/425
On Metric DBSCAN with Low Doubling Dimension.,"['Hu Ding', 'Fan Yang', 'Mingyue Wang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/426
Multi-Feedback Bandit Learning with Probabilistic Contexts.,"['Luting Yang', 'Jianyi Yang', 'Shaolei Ren']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/427
Efficient Deep Reinforcement Learning via Adaptive Policy Transfer.,"['Tianpei Yang', 'Jianye Hao', 'Zhaopeng Meng', 'Zongzhang Zhang', 'Yujing Hu', 'Yingfeng Chen', 'Changjie Fan', 'Weixun Wang', 'Wulong Liu', 'Zhaodong Wang', 'Jiajie Peng']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/428
Greedy Convex Ensemble.,"['Thanh Tan Nguyen', 'Nan Ye', 'Peter L. Bartlett']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/429
MULTIPOLAR: Multi-Source Policy Aggregation for Transfer Reinforcement Learning between Diverse Environmental Dynamics.,"['Mohammadamin Barekatain', 'Ryo Yonetani', 'Masashi Hamaya']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/430
Gradient Perturbation is Underrated for Differentially Private Convex Optimization.,"['Da Yu', 'Huishuai Zhang', 'Wei Chen', 'Jian Yin', 'Tie-Yan Liu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/431
Weakly-Supervised Multi-view Multi-instance Multi-label Learning.,"['Yuying Xing', 'Guoxian Yu', 'Jun Wang', 'Carlotta Domeniconi', 'Xiangliang Zhang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/432
I²HRL: Interactive Influence-based Hierarchical Reinforcement Learning.,"['Rundong Wang', 'Runsheng Yu', 'Bo An', 'Zinovi Rabinovich']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/433
A Dual Input-aware Factorization Machine for CTR Prediction.,"['Wantong Lu', 'Yantao Yu', 'Yongzhe Chang', 'Zhen Wang', 'Chenhui Li', 'Bo Yuan']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/434
Dual Policy Distillation.,"['Kwei-Herng Lai', 'Daochen Zha', 'Yuening Li', 'Xia Hu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/435
Exploring Parameter Space with Structured Noise for Meta-Reinforcement Learning.,"['Hui Xu', 'Chong Zhang', 'Jiaxing Wang', 'Deqiang Ouyang', 'Yu Zheng', 'Jie Shao']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/436
Semi-supervised Clustering via Pairwise Constrained Optimal Graph.,"['Feiping Nie', 'Han Zhang', 'Rong Wang', 'Xuelong Li']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/437
Generating Robust Audio Adversarial Examples with Temporal Dependency.,"['Hongting Zhang', 'Pan Zhou', 'Qiben Yan', 'Xiao-Yang Liu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/438
BERT-INT: A BERT-based Interaction Model For Knowledge Graph Alignment.,"['Xiaobin Tang', 'Jing Zhang', 'Bo Chen', 'Yang Yang', 'Hong Chen', 'Cuiping Li']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/439
Self-adaptive Re-weighted Adversarial Domain Adaptation.,"['Shanshan Wang', 'Lei Zhang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/440
One-Shot Neural Architecture Search via Novelty Driven Sampling.,"['Miao Zhang', 'Huiqi Li', 'Shirui Pan', 'Taoping Liu', 'Steven W. Su']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/441
Split to Be Slim: An Overlooked Redundancy in Vanilla Convolution.,"['Qiulin Zhang', 'Zhuqing Jiang', 'Qishuo Lu', ""Jia'nan Han"", 'Zhengxin Zeng', 'Shang-hua Gao', 'Aidong Men']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/442
Joint Multi-view 2D Convolutional Neural Networks for 3D Object Classification.,"['Jinglin Xu', 'Xiangsen Zhang', 'Wenbin Li', 'Xinwang Liu', 'Junwei Han']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/443
Trajectory Similarity Learning with Auxiliary Supervision and Optimal Matching.,"['Hanyuan Zhang', 'Xinyu Zhang', 'Qize Jiang', 'Baihua Zheng', 'Zhenbang Sun', 'Weiwei Sun', 'Changhu Wang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/444
Discovering Subsequence Patterns for Next POI Recommendation.,"['Kangzhi Zhao', 'Yong Zhang', 'Hongzhi Yin', 'Jin Wang', 'Kai Zheng', 'Xiaofang Zhou', 'Chunxiao Xing']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/445
Label Enhancement for Label Distribution Learning via Prior Knowledge.,"['Yongbiao Gao', 'Yu Zhang', 'Xin Geng']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/446
CDIMC-net: Cognitive Deep Incomplete Multi-view Clustering Network.,"['Jie Wen', 'Zheng Zhang', 'Yong Xu', 'Bob Zhang', 'Lunke Fei', 'Guo-Sen Xie']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/447
P-KDGAN: Progressive Knowledge Distillation with GANs for One-class Novelty Detection.,"['Zhiwei Zhang', 'Shifeng Chen', 'Lei Sun']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/448
EndCold: An End-to-End Framework for Cold Question Routing in Community Question Answering Services.,"['Jiankai Sun', 'Jie Zhao', 'Huan Sun', 'Srinivasan Parthasarathy']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/449
Multi-Scale Group Transformer for Long Sequence Modeling in Speech Separation.,"['Yucheng Zhao', 'Chong Luo', 'Zheng-Jun Zha', 'Wenjun Zeng']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/450
pbSGD: Powered Stochastic Gradient Descent Methods for Accelerated Non-Convex Optimization.,"['Beitong Zhou', 'Jun Liu', 'Weigao Sun', 'Ruijuan Chen', 'Claire J. Tomlin', 'Ye Yuan']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/451
Closing the Generalization Gap of Adaptive Gradient Methods in Training Deep Neural Networks.,"['Jinghui Chen', 'Dongruo Zhou', 'Yiqi Tang', 'Ziyan Yang', 'Yuan Cao', 'Quanquan Gu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/452
Tight Convergence Rate of Gradient Descent for Eigenvalue Computation.,"['Qinghua Ding', 'Kaiwen Zhou', 'James Cheng']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/453
Smart Contract Vulnerability Detection using Graph Neural Network.,"['Yuan Zhuang', 'Zhenguang Liu', 'Peng Qian', 'Qi Liu', 'Xiang Wang', 'Qinming He']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/454
Unsupervised Domain Adaptation with Dual-Scheme Fusion Network for Medical Image Segmentation.,"['Danbing Zou', 'Qikui Zhu', 'Pingkun Yan']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/455
Neighbor Combinatorial Attention for Critical Structure Mining.,"['Tanli Zuo', 'Yukun Qiu', 'Weishi Zheng']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/456
Inferring Degrees from Incomplete Networks and Nonlinear Dynamics.,"['Chunheng Jiang', 'Jianxi Gao', 'Malik Magdon-Ismail']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/457
DeepWeave: Accelerating Job Completion Time with Deep Reinforcement Learning-based Coflow Scheduling.,"['Penghao Sun', 'Zehua Guo', 'Junchao Wang', 'Junfei Li', 'Julong Lan', 'Yuxiang Hu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/458
Adversarial Mutual Information Learning for Network Embedding.,"['Dongxiao He', 'Lu Zhai', 'Zhigang Li', 'Di Jin', 'Liang Yang', 'Yuxiao Huang', 'Philip S. Yu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/459
Binary Classification from Positive Data with Skewed Confidence.,"['Kazuhiko Shinoda', 'Hirotaka Kaji', 'Masashi Sugiyama']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/460
A Label Attention Model for ICD Coding from Clinical Text.,"['Thanh Vu', 'Dat Quoc Nguyen', 'Anthony N. Nguyen']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/461
Predicting Landslides Using Locally Aligned Convolutional Neural Networks.,"['Ainaz Hajimoradlou', 'Gioachino Roberti', 'David Poole']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/462
Semi-Markov Reinforcement Learning for Stochastic Resource Collection.,"['Sebastian Schmoll', 'Matthias Schubert']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/463
Inverse Reinforcement Learning for Team Sports: Valuing Actions and Players.,"['Yudong Luo', 'Oliver Schulte', 'Pascal Poupart']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/464
C3MM: Clique-Closure based Hyperlink Prediction.,"['Govind Sharma', 'Prasanna Patil', 'M. Narasimha Murty']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/465
Generating Behavior-Diverse Game AIs with Evolutionary Multi-Objective Deep Reinforcement Learning.,"['Ruimin Shen', 'Yan Zheng', 'Jianye Hao', 'Zhaopeng Meng', 'Yingfeng Chen', 'Changjie Fan', 'Yang Liu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/466
CDC: Classification Driven Compression for Bandwidth Efficient Edge-Cloud Collaborative Deep Learning.,"['Yuanrui Dong', 'Peng Zhao', 'Hanqiao Yu', 'Cong Zhao', 'Shusen Yang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/467
HID: Hierarchical Multiscale Representation Learning for Information Diffusion.,"['Honglu Zhou', 'Shuyuan Xu', 'Zuohui Fu', 'Gerard de Melo', 'Yongfeng Zhang', 'Mubbasir Kapadia']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/468
The Graph-based Mutual Attentive Network for Automatic Diagnosis.,"['Quan Yuan', 'Jun Chen', 'Chao Lu', 'Haifeng Huang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/469
Towards Alleviating Traffic Congestion: Optimal Route Planning for Massive-Scale Trips.,"['Ke Li', 'Lisi Chen', 'Shuo Shang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/470
Automatic Emergency Diagnosis with Knowledge-Based Tree Decoding.,"['Ke Wang', 'Xuyan Chen', 'Ning Chen', 'Ting Chen']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/471
Exploiting Mutual Information for Substructure-aware Graph Representation Learning.,"['Pengyang Wang', 'Yanjie Fu', 'Yuanchun Zhou', 'Kunpeng Liu', 'Xiaolin Li', 'Kien A. Hua']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/472
Optimal Policy for Deployment of Machine Learning Models on Energy-Bounded Systems.,"['Seyed-Iman Mirzadeh', 'Hassan Ghasemzadeh']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/473
A Two-Stage Matheuristic Algorithm for Classical Inventory Routing Problem.,"['Zhouxing Su', 'Shihao Huang', 'Chungen Li', 'Zhipeng Lü']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/474
Learning to Accelerate Heuristic Searching for Large-Scale Maximum Weighted b-Matching Problems in Online Advertising.,"['Xiaotian Hao', 'Junqi Jin', 'Jianye Hao', 'Jin Li', 'Weixun Wang', 'Yi Ma', 'Zhenzhe Zheng', 'Han Li', 'Jian Xu', 'Kun Gai']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/475
FakeSpotter: A Simple yet Robust Baseline for Spotting AI-Synthesized Fake Faces.,"['Run Wang', 'Felix Juefei-Xu', 'Lei Ma', 'Xiaofei Xie', 'Yihao Huang', 'Jian Wang', 'Yang Liu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/476
Learning Data-Driven Drug-Target-Disease Interaction via Neural Tensor Network.,"['Huiyuan Chen', 'Jing Li']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/477
Why We Go Where We Go: Profiling User Decisions on Choosing POIs.,"['Renjun Hu', 'Xinjiang Lu', 'Chuanren Liu', 'Yanyan Li', 'Hao Liu', 'Jingjing Gu', 'Shuai Ma', 'Hui Xiong']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/478
MLS3RDUH: Deep Unsupervised Hashing via Manifold based Local Semantic Similarity Structure Reconstructing.,"['Rong-Cheng Tu', 'Xianling Mao', 'Wei Wei']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/479
A Game Theoretic Approach For Core Resilience.,"['Sourav Medya', 'Tiyani Ma', 'Arlei Silva', 'Ambuj K. Singh']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/480
Differential Privacy for Stackelberg Games.,"['Ferdinando Fioretto', 'Lesia Mitridati', 'Pascal Van Hentenryck']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/481
HyperNews: Simultaneous News Recommendation and Active-Time Prediction via a Double-Task Deep Neural Network.,"['Rui Liu', 'Huilin Peng', 'Yong Chen', 'Dell Zhang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/482
Modeling Perception Errors towards Robust Decision Making in Autonomous Vehicles.,"['Andrea Piazzoni', 'Jim Cherian', 'Martin Slavík', 'Justin Dauwels']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/483
BERT-PLI: Modeling Paragraph-Level Interactions for Legal Case Retrieval.,"['Yunqiu Shao', 'Jiaxin Mao', 'Yiqun Liu', 'Weizhi Ma', 'Ken Satoh', 'Min Zhang', 'Shaoping Ma']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/484
Auxiliary Template-Enhanced Generative Compatibility Modeling.,"['Jinhuan Liu', 'Xuemeng Song', 'Zhaochun Ren', 'Liqiang Nie', 'Zhaopeng Tu', 'Jun Ma']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/485
Community-Centric Graph Convolutional Network for Unsupervised Community Detection.,"['Dongxiao He', 'Yue Song', 'Di Jin', 'Zhiyong Feng', 'Binbin Zhang', 'Zhizhi Yu', 'Weixiong Zhang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/486
An Attention-based Model for Conversion Rate Prediction with Delayed Feedback via Post-click Calibration.,"['Yumin Su', 'Liang Zhang', 'Quanyu Dai', 'Bo Zhang', 'Jinyao Yan', 'Dan Wang', 'Yongjun Bao', 'Sulong Xu', 'Yang He', 'Weipeng Yan']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/487
Learning Model with Error - Exposing the Hidden Model of BAYHENN.,"['Harry W. H. Wong', 'Jack P. K. Ma', 'Donald P. H. Wong', 'Lucien K. L. Ng', 'Sherman S. M. Chow']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/488
Learning the Compositional Visual Coherence for Complementary Recommendations.,"['Zhi Li', 'Bo Wu', 'Qi Liu', 'Likang Wu', 'Hongke Zhao', 'Tao Mei']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/489
Efficient Community Search over Large Directed Graph: An Augmented Index-based Approach.,"['Yankai Chen', 'Jie Zhang', 'Yixiang Fang', 'Xin Cao', 'Irwin King']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/490
An Interactive Multi-Task Learning Framework for Next POI Recommendation with Uncertain Check-ins.,"['Lu Zhang', 'Zhu Sun', 'Jie Zhang', 'Yu Lei', 'Chen Li', 'Ziqing Wu', 'Horst Kloeden', 'Felix Klanner']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/491
Pivot-based Maximal Biclique Enumeration.,"['Aman Abidi', 'Rui Zhou', 'Lu Chen', 'Chengfei Liu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/492
CooBa: Cross-project Bug Localization via Adversarial Transfer Learning.,"['Ziye Zhu', 'Yun Li', 'Hanghang Tong', 'Yu Wang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/493
