排名,财富,姓名,性别,出生地,学历,学校,行业,公司,常驻地,年龄,财富变化,排名变化
704,75.0,柯希平,先生,中国-福建-泉州,本科,,投资、地产,恒兴实业,中国-福建-厦门,64,-6%,51
704,75.0,李阔,先生,,,,母婴产品,白贝壳,中国-浙江-杭州,未知,0%,109
704,75.0,李添财,先生,,,,食品和饮料,金车,中国-台湾-台北,86,0%,109
704,75.0,李晓华,先生,中国-云南,,,包装盒生产,恩捷股份,中国-云南-玉溪,62,-44%,-277
704,75.0,刘伟,先生,中国-广东-梅州,本科,,软件和信息技术,佳都科技,中国-广东-广州,59,-6%,51
704,75.0,卢宗俊,先生,,,,物流,中谷物流,中国-上海,61,-12%,2
704,75.0,马斌、陈小琴,先生,,,,电气机械和器材,神马,中国-上海,54,36%,386
704,75.0,任晋生,先生,中国-江苏-南京,,,生物医药,先声药业,中国-江苏-南京,62,0%,109
704,75.0,茹伯兴、茹正伟,先生,中国-江苏-常州,本科,,工业制造、房地产,百兴,中国-江苏-常州,77,0%,109
704,75.0,佘英杰,先生,,,,电子设备制造,新豪国际,中国-香港,67,15%,236
704,75.0,宋卫平、夏一波,先生,中国-浙江-绍兴,本科,,房地产,绿城,中国-浙江-杭州,66,-6%,51
704,75.0,谭炳照,先生,,,,房地产,敏捷,中国-广东-广州,60,-25%,-119
704,75.0,谭莉莉,先生,,,,饲料,海大,中国-广东-广州,未知,-17%,-35
704,75.0,王晖,先生,,,,半导体,盛美半导体,中国-上海,63,-17%,-35
704,75.0,王文潮,先生,中国-台湾-台北,,,化工,台塑,中国-台湾-高雄,73,-17%,-35
704,75.0,王文洋、王思涵,先生,中国-台湾-新北,,,化学原料,宏仁,中国-台湾-台北,73,-17%,-35
704,75.0,王信文,先生,,,,游戏,莉莉丝,中国-上海,37,-12%,2
704,75.0,王义平,先生,中国-浙江,,,汽车零部件,继峰股份,中国-浙江-宁波,63,-17%,-35
704,75.0,吴宝田,先生,,,,房地产、酒店,丽宝,中国-台湾-台北,73,0%,109
704,75.0,吴仲毅,先生,,,,通信,亿联网络,中国-福建-厦门,51,-12%,2
704,75.0,肖红星、刘锦婵,未知,中国-海南,本科,,电子元件,广合科技,广东广州,未知,NEW,New
704,75.0,徐万茂,先生,中国-浙江-宁波,,,文具、教育、房地产、金融,华茂,中国-浙江-宁波,79,-12%,2
704,75.0,闫洪嘉,先生,中国-山西-沂州,,,新能源,宇泽,中国-广东-东莞,44,-6%,51
704,75.0,杨浩涌,先生,中国-安徽-合肥,硕士,,汽车服务,车好多,中国-北京,50,0%,109
704,75.0,杨秋梅,未知,,博士,,人工智能,商汤科技,香港,未知,-25%,-119
704,75.0,杨钊,先生,中国-广东-惠州,本科,,服装、房地产,旭日企业,中国-香港,77,3%,157
704,75.0,杨志茂、朱凤廉,先生,中国-广东-东莞,本科,,投资,新世纪科教,中国-广东-东莞,61,-17%,-35
704,75.0,俞其兵,先生,中国-浙江,,,玻璃,旗滨,中国-浙江-宁波,59,-38%,-212
704,75.0,张伟祥,先生,中国-浙江-绍兴,,,钢铁、矿业、船运,建龙,中国-北京,未知,-6%,51
704,75.0,张新,先生,中国-甘肃-武威,,,电气机械和器材制造,特变电工,中国-新疆-昌吉,62,-6%,51
743,73.0,李林,先生,,硕士,,区块链,火币,中国-北京,42,4%,153
744,72.0,方同华,先生,中国-安徽-毫州,硕士,,医药,珍宝岛药业,中国-黑龙-江鸡西,61,-10%,11
744,72.0,李晓林,先生,中国-北京,博士,,房地产、投资,林达,中国-北京,71,-10%,11
744,72.0,邵晓峰,先生,中国-浙江-杭州,,,电子商务、金融科技,阿里系,中国-浙江-杭州,59,-4%,69
747,71.0,蔡荣军,先生,中国-广东-汕头,本科,,光电子元器件,欧菲光,中国-广东-深圳,52,9%,193
747,71.0,陈奇星,先生,,,,电子元件,长盈精密,中国-广东-深圳,65,9%,193
747,71.0,彭永东,先生,,,,房地产服务,贝壳,中国-北京,45,-3%,114
747,71.0,沈汉标、王妙玉,先生,中国-广东-汕头,,,耐用消费品,好太太,中国-广东-广州,52,-29%,-162
747,71.0,王慧文,先生,,,,生活服务,美团,中国-辽宁-大连,46,-8%,64
747,71.0,易贤忠,先生,中国-湖北,本科,,生物医药,百奥泰,中国-广东-广州,65,-21%,-78
747,71.0,朱一明,先生,,硕士,,芯片研发,兆易创新,中国-北京,52,-12%,4
754,70.0,陈海波,先生,中国-江苏-连云港,,,人工智能,深兰科技,中国-上海,55,0%,142
754,70.0,陈精业,未知,,本科,,网络游戏、电商,冬海集团,新加坡,未知,NEW,New
754,70.0,戴文渊、吴茗,先生,中国-江苏-苏州,,,人工智能,第四范式,中国-北京,41,-18%,-48
754,70.0,高毅,先生,中国-湖南-常德,,,医药零售,益丰药房,中国-湖南-长沙,56,-26%,-119
754,70.0,耿建明、杨小青,先生,中国-江苏-南京,博士,武汉理工大学,房地产,荣盛,中国-河北-廊坊,62,-39%,-233
754,70.0,郭建刚,先生,中国-广东-佛山,,,小家电,新宝电器,中国-广东-佛山,58,-18%,-48
754,70.0,韩玉龙、陆剑霞,先生,中国-江苏-南通,,,餐饮,Manner,中国-上海,39,0%,142
754,70.0,侯昌财,先生,中国-福建-泉州,,,房地产,源昌,中国-福建-厦门,68,-13%,1
754,70.0,黄健,先生,中国-湖南-岳阳,,,家电制造,美的,中国-广东-佛山,57,17%,254
754,70.0,黄伟、李萍,先生,中国-浙江-温州,本科,温州大学,房地产、金融,新湖,中国-浙江-杭州,65,-62%,-464
754,70.0,黄泽兰、赖香英,先生,中国-江西-赣州,,,钨矿,章源钨业,中国-江西-赣州,69,0%,142
754,70.0,姜雪飞、朱雪花,先生,中国-辽宁-大连,,,印刷电路板,崇达科技,中国-广东-深圳,55,-18%,-48
754,70.0,李国强,先生,,,,汽车销售,中升控股,中国-北京,60,-44%,-283
754,70.0,李进、李麒麟,先生,,,,体育用品、投资,李宁,中国-四川-成都,54,-19%,-50
754,70.0,李振江,先生,中国-河北-石家庄,,,医药,神威,中国-河北-石家庄,67,13%,245
754,70.0,李志远、靖宇清,先生,中国-广西-南宁,,,变压器,金盘科技,中国-海南-海口,69,-7%,59
754,70.0,聂云宸,先生,,,,餐饮,喜茶,中国-广东-深圳,33,-18%,-48
754,70.0,彭军,先生,,,,自动驾驶技术,小马智行,美国,未知,0%,142
754,70.0,乔玉华,先生,中国-内蒙古-鄂尔多斯,,,煤炭、热电、化工,双欣,中国-内蒙古-鄂尔多斯,58,4%,174
754,70.0,孙伟杰,先生,中国-山东,,,石油专用设备,杰瑞石油,中国-山东-烟台,61,0%,142
754,70.0,谭瑞清、张晓琳,先生,中国-河南,本科,,钛白粉,龙佰,中国-河南-郑州,58,-5%,105
754,70.0,唐晔,先生,,硕士,,信息技术,柏楚电子,中国-上海,43,-7%,59
754,70.0,王锦华、宋英,先生,中国-浙江,博士,,矿产,金石资源,中国-浙江-杭州,61,-13%,1
754,70.0,王敏文,先生,中国-浙江,硕士,,半导体,立昂微,中国-浙江-衢州,61,-26%,-119
754,70.0,吴崇仪,先生,中国-台湾,,,汽车零部件,至兴,中国-台湾-彰化,65,-4%,107
754,70.0,徐冠巨,先生,中国-浙江-杭州,硕士,,化工、农业、投资,传化,中国-浙江-杭州,63,-18%,-48
754,70.0,许志翰,先生,,硕士,,电子器件制造,卓胜微,中国-江苏-无锡,52,-39%,-233
754,70.0,薛济萍,先生,中国-江苏-南通,,,电缆,中天科技,中国-江苏-南通,73,-7%,59
754,70.0,姚其湧,先生,,,,投资,宏兆,中国-广东-深圳,60,0%,142
754,70.0,袁菁,先生,,,,游戏,沐瞳科技,中国-上海,44,0%,142
754,70.0,张大中,先生,中国-北京,,,投资,大中,中国-北京,76,-20%,-52
754,70.0,张晖,先生,中国-江苏,,,运输,满帮,中国-江苏-南京,46,0%,142
754,70.0,张利钿,先生,中国-广东-潮州,,,乳业,雅士利,中国-广东-潮州,60,8%,186
754,70.0,张跃、赖玉静,先生,中国-湖南-长沙,,,环保建筑,远大,中国-湖南-长沙,64,-22%,-85
754,70.0,周国辉,先生,中国-广东-梅州,,,供应链,怡亚通,中国-广东-深圳,59,-7%,59
754,70.0,周骏,先生,,,,饮料,景田,中国-广东-深圳,未知,8%,186
754,70.0,庄奎龙,先生,,,,化纤,新凤鸣,中国-浙江-嘉兴,62,-18%,-48
754,70.0,左宗申,先生,中国-重庆,,,摩托车、房地产,宗申,中国-重庆,71,27%,336
792,68.0,AllanWarburg王沛德,先生,丹麦,,,服装零售,绫致时装,中国-北京,58,13%,216
792,68.0,DanFriis丹飞,先生,,,,服装零售,绫致时装,中国-北京,55,13%,216
792,68.0,丹宏,先生,,,,面粉,五得利,中国-河北-邯郸,未知,-7%,69
792,68.0,傅明康,先生,,,,机械配件,日月股份,中国-浙江-宁波,61,-32%,-207
792,68.0,邵建雄,先生,中国-浙江,,,光伏逆变器,禾迈股份,中国-浙江-杭州,60,-20%,-86
792,68.0,伍超群,先生,中国-四川-眉山,硕士,,食品,千禾味业,中国-四川-眉山,55,-20%,-86
792,68.0,张德生,先生,中国-浙江,,,电缆、房地产、医药,万马电线电缆,中国-浙江-杭州,75,-7%,69
799,67.0,康永来,未知,,,,航天,天兵科技,江苏苏州,未知,NEW,New
799,67.0,柯桂华,先生,,,,汽车电子产品,科博达,中国-上海,59,-42%,-278
799,67.0,张华,先生,,,,农业、造纸、矿产,福华,中国-四川-成都,未知,-8%,62
799,67.0,赵曰岭,先生,中国-山东,,,化工,金岭,中国-山东-东营,72,5%,188
803,66.0,丁锋,先生,,,,充电桩,星星充电,中国-江苏-常州,58,0%,127
803,66.0,邵丹薇,女士,中国-江苏-常州,,,充电桩,星星充电,中国-江苏-常州,42,0%,127
803,66.0,夏曙东,先生,中国-湖北-黄冈,博士,,智能交通,千方科技,中国-北京,52,-18%,-48
803,66.0,袁桂宝、袁晓曦,先生,,,,房地产、园林,鸿宝集团,中国-河南-郑州,未知,-18%,-48
803,66.0,赵鹏,先生,中国-山西-长治,,,招聘网站,BOSS直聘,中国-北京,54,-20%,-55
808,65.0,包松安,先生,中国-浙江-温州,,,房地产、投资,亿联投资,中国-天津,未知,-17%,0
808,65.0,曹骥、曹政,先生,中国-浙江,,,锂电池,杭可科技,中国-浙江-杭州,72,-41%,-272
808,65.0,陈邦栋,先生,,,,输配电设备,思源电气,中国-上海,54,30%,371
808,65.0,陈保华,先生,中国-浙江-台州,本科,,医药,华海药业,中国-浙江-台州,62,0%,132
808,65.0,陈竞宏,先生,,,,汽车零部件,华达科技,中国-江苏-泰州,78,NEW,New
808,65.0,程涌、贺波,先生,中国-湖南-沅江,,,高密度印制电路板,奥士康,中国-广东-深圳,50,-13%,5
808,65.0,邓耀升,先生,中国-香港,,,房地产,升域,中国-香港,38,0%,132
808,65.0,丁永强,先生,中国-湖北-随州,,,光伏设备,古瑞瓦特,中国-广东-深圳,44,-28%,-139
808,65.0,董清世、施丹红,先生,,,,玻璃,信义,中国-香港,58,-24%,-102
808,65.0,何中林,先生,,,,锂电池材料,融通,中国-黄石,56,-13%,5
808,65.0,李朝旺,先生,中国-广东-江门,硕士,,生活卫生产品,维达国际,中国-香港,66,18%,282
808,65.0,李海周、谢燕玲,先生,中国-广东-梅州,,,电气设备,兆威机电,中国-广东-深圳,54,-24%,-102
808,65.0,李强,先生,,,,化妆品,百雀羚,中国-上海,未知,-7%,88
808,65.0,李思廉,先生,中国-香港,硕士,美国国立波士顿大学,投资、房地产,富力地产,中国-广东-广州,67,-7%,88
808,65.0,李小勤、徐梅钧,先生,中国-浙江-杭州,,,家具,匠心家居,中国-江苏-常州,53,NEW,New
808,65.0,李新炎、倪银英,先生,中国-福建-泉州,,,重型工程用车,中国龙工,中国-上海,73,0%,132
808,65.0,励建立,先生,,,,锂电池结构件,科达利,中国-广东-深圳,52,-35%,-223
808,65.0,廖杰远,先生,,,,医疗服务,微医,中国-浙江-杭州,未知,0%,132
808,65.0,刘明辉,先生,中国-香港,,,能源,中国燃气,中国-香港,61,-7%,88
808,65.0,刘庆峰,先生,中国-安徽-宣城,博士,,软件和信息技术服务业,科大讯飞,中国-安徽-合肥,51,-33%,-176
808,65.0,刘先兵,未知,,博士,,陶瓷材料,珂玛科技,江苏苏州,未知,NEW,New
808,65.0,刘修才,先生,,,,生物材料,凯赛生物,中国-上海,67,-35%,-223
808,65.0,陆永华、毛彩虹,先生,中国-江苏-南通,,,太阳能,林洋能源,中国-江苏-南通,61,-7%,88
808,65.0,罗康瑞,先生,中国-香港,,,房地产,瑞安,中国-香港,76,-11%,53
808,65.0,吕培榕,先生,中国-福建-泉州,,,投资、房地产、服装,大帝,中国-福建-泉州,65,-11%,53
808,65.0,明再远,先生,中国-四川-德阳,,,天然气,新天然气,中国-四川-德阳,61,18%,282
808,65.0,欧亚平,先生,中国-湖南-长沙,本科,,天然气、房地产,百仕达,中国-香港,62,0%,132
808,65.0,邱建林,先生,中国-浙江,硕士,,化纤,恒逸,中国-浙江-杭州,61,-11%,53
808,65.0,邱敏秀,先生,,博士,,机电设备,晶盛机电,中国-浙江-绍兴,79,-55%,-420
808,65.0,邱祥娟,先生,中国-浙江,,,化纤,恒逸,中国-浙江-杭州,未知,-11%,53
808,65.0,邱奕博,先生,中国-浙江,,,化纤,恒逸,中国-浙江-杭州,37,-11%,53
808,65.0,裘国根、骆奕,先生,中国-浙江-绍兴,本科,,投资,重阳投资,中国-上海,55,-7%,88
808,65.0,孙毅,先生,中国-浙江,硕士,,清洁能源装备,浙富控股,中国-浙江-杭州,57,-24%,-102
808,65.0,王建沂,先生,中国-浙江,,,光纤光缆,富通,中国-浙江-杭州,61,-63%,-495
808,65.0,王文城,先生,中国-广东,,,石材、房地产,大中,中国-广东-东莞,未知,-7%,88
808,65.0,温纯青、温瀚东,先生,中国-广东-梅州,,,烟草、房地产、白酒,大百汇,中国-广东-深圳,53,8%,200
808,65.0,吴波,先生,中国-江苏-南京,硕士,,机械装备制造,埃斯顿,中国-江苏-南京,70,-38%,-243
808,65.0,吴昕阳,先生,中国-台湾-台北,,,房地产,新光三越,中国-台湾-台北,未知,-11%,53
808,65.0,熊小川,先生,,,,医疗机械,美好创亿,中国-深圳,58,-13%,5
808,65.0,徐旭东、徐若桐,先生,,,,汽车零部件,旭升汽车技术,中国-浙江-宁波,54,-55%,-420
808,65.0,姚俊良,先生,,,,煤炭,美锦能源,中国-山西-太原,71,-13%,5
808,65.0,詹国海,先生,,,,石油化工,鑫海控股,中国-河北-沧州,56,18%,282
808,65.0,张波,先生,,,,生活服务,美团,中国-上海,未知,-11%,53
808,65.0,张近东,先生,中国-江苏-南京,本科,南京师范大学,零售、房地产,苏宁,中国-江苏-南京,61,-28%,-139
808,65.0,张思民、王劲松,先生,中国-吉林-长春,本科,,医药、房地产,海王,中国-广东-深圳,62,-13%,5
808,65.0,张轩松,先生,中国-福建-福州,,,超市零售,永辉,中国-福建-福州,53,-19%,-53
808,65.0,折生阳,先生,中国-陕西-西安,,,金属增材制造,铂力特,中国-陕西-西安,69,-38%,-243
808,65.0,钟志平,先生,中国-澳门,,,消费品,创科实业,中国-香港,71,30%,371
808,65.0,周伟建,先生,,,,墙面保护装饰,美涂士,中国-广东-广州,未知,-13%,5
808,65.0,朱敏、徐郁清,先生,中国-浙江-宁波,硕士,,投资,赛伯乐,中国-浙江-杭州,76,-11%,53
808,65.0,宗艳民,先生,,,,半导体材料,天岳先进,中国-山东-济南,60,-13%,5
859,63.0,褚健,先生,,,,软件系统,中控技术,中国-浙江-杭州,61,-21%,-104
859,63.0,樊铮,先生,中国-上海,,,新能源汽车,理想汽车,中国-北京,45,-50%,-388
859,63.0,黄关林,先生,中国-浙江,本科,,纺织、服装,申洲针织,中国-浙江-宁波,58,-16%,-46
859,63.0,石毅峰,先生,中国-山西-晋中,,,生物制药,爱美客,中国-北京,50,-50%,-388
859,63.0,王斌,先生,中国-湖南,,,餐饮连锁,书亦餐饮,中国-四川-成都,38,-19%,-51
864,62.0,程先锋,先生,,硕士,,医药,亿帆鑫富,中国-浙江-杭州,56,-17%,-51
864,62.0,戴珊,先生,,本科,,电子商务、金融科技,阿里系,中国-浙江-杭州,48,-5%,76
864,62.0,石克荣,先生,中国-河北-廊坊,,,食品,汇福,中国-河北-三河,67,-15%,-3
864,62.0,寿柏年,先生,中国-浙江-绍兴,本科,,物业管理,绿城服务,中国-浙江-杭州,62,-2%,127
864,62.0,吴泳铭,先生,,,,电子商务、金融科技,阿里系,中国-浙江-杭州,49,-5%,76
864,62.0,赵彤彤,先生,,,,连锁酒店,华住,中国-上海,未知,-23%,-109
870,61.0,贾国龙,先生,中国-内蒙古-巴彦淖尔,本科,,餐饮,西贝,中国-北京,57,2%,138
870,61.0,姜龙,先生,,,,声学及多媒体产品,歌尔股份,中国-山东-潍坊,50,NEW,New
870,61.0,徐观宝,先生,中国-浙江-杭州,,,化工、农业、投资,传化,中国-浙江-杭州,67,-19%,-57
870,61.0,尤金焕,先生,,,,化工、铝业、投资,华峰,中国-浙江-温州,未知,2%,138
870,61.0,赵凯,先生,,,,投资、房地产,成都环球世纪,中国-四川-成都,未知,-10%,54
875,60.0,蔡开云,先生,,,,白酒,稻花香,中国-湖北-宜昌,52,-25%,-120
875,60.0,陈睿,先生,中国-四川-成都,本科,,视频弹幕网站,哔哩哔哩,中国-上海,46,0%,133
875,60.0,杜伟民,先生,中国-江西-南昌,,暨南大学,生物医药,康泰生物,中国-广东-深圳,61,-37%,-240
875,60.0,辜侯天仪,先生,,,,水泥,台泥,中国-台湾-台北,未知,-8%,65
875,60.0,胡鹍辉,先生,中国-广东-深圳,,,生物科技,亚辉龙,中国-广东-深圳,33,20%,304
875,60.0,黄金祥、赵启荣,先生,中国-安徽-宣城,,,农药化肥、房地产,安徽广信,中国-安徽-宣城,59,-33%,-174
875,60.0,金鑫,先生,,,,钢结构产品,大金重工,中国-辽宁-阜新,57,-14%,21
875,60.0,柯利明,未知,,硕士,,娱乐,中国儒意,北京,未知,NEW,New
875,60.0,赖国贵,先生,,,,摩托车,春风控股集团,中国-浙江-杭州,60,-3%,124
875,60.0,李杰,先生,中国-四川,,,物流快递,极兔速递,印度尼西亚-雅加达,49,-45%,-339
875,60.0,李凯莉,女士,,,,殡葬服务,龙岩,中国-台湾-新北,未知,13%,272
875,60.0,李平,先生,中国-江西-赣州,硕士,,矿业开发、冶金贸易,天高,中国-广东-广州,60,-20%,-62
875,60.0,李咏怡,女士,,,,环保,粤丰环保,中国-广东-东莞,未知,0%,133
875,60.0,梁桐灿,先生,中国-广东-佛山,,,建筑陶瓷,宏宇,中国-广东-佛山,未知,-20%,-62
875,60.0,刘宝林,先生,中国-湖北-孝感,,,医药流通,九州通,中国-湖北-武汉,71,-20%,-62
875,60.0,楼天城,先生,,,,自动驾驶技术,小马智行,美国,未知,0%,133
875,60.0,鲁楚平、彭惠,先生,中国-湖北-孝感,本科,,工业电机,大洋电机,中国-广东-中山,59,-8%,65
875,60.0,吕绍林、程彩霞,先生,中国-湖南-邵阳,,,自动化设备,博众精工,中国-江苏-苏州,51,-20%,-62
875,60.0,缪双大、缪文彬,先生,中国-江苏-无锡,,,空调设备,双良,中国-江苏-无锡,73,-18%,-14
875,60.0,沈波,先生,,,,投资,分布式资本,中国-上海,61,9%,215
875,60.0,苏如春,先生,,,,房地产、建筑、投资,华邦,中国-广东-广州,56,-8%,65
875,60.0,孙中伟、温美婵,先生,中国-山东,,,便携储能电池、太阳能,华宝新能,中国-广东-深圳,46,9%,215
875,60.0,童文红,先生,,,,电子商务、金融科技,阿里系,中国-浙江-杭州,54,-5%,116
875,60.0,王佳、严立,先生,中国-云南-昆明,硕士,,网络安全,启明星辰,中国-北京,55,-40%,-290
875,60.0,王建东,先生,中国-河北-邯郸,,,钢铁,中建融东,中国-河北-邯郸,52,-25%,-120
875,60.0,王明鎏,先生,中国-四川-成都,硕士,,投资、区块链、游戏,毛球科技,中国-四川-成都,41,-33%,-206
875,60.0,王铭祥、周一峰,先生,中国-江苏-南通,硕士,,石油化工,东华能源,中国-江苏-南京,46,-18%,-14
875,60.0,王维东、许小菊,先生,中国-甘肃-酒泉,,,自动化设备,赢合科技,中国-广东-深圳,47,-14%,21
875,60.0,王霄锟、刘洧宏,先生,,,,餐饮连锁,茶百道,中国-四川-成都,41,-59%,-487
875,60.0,王跃旦,先生,,,,家用电器,富佳实业,中国-浙江-宁波,71,15%,282
875,60.0,王泽龙,先生,,,,钛白粉,中核钛白,中国-广东-广州,未知,-29%,-169
875,60.0,谢剑辉,先生,,,,汽车服务，产业园区,富兴,中国-湖南-长沙,未知,3%,193
875,60.0,徐进,先生,,,,白酒,口子窖,中国-安徽-淮北,59,-23%,-67
875,60.0,徐少春,先生,中国-湖南-益阳,本科,,财务软件,金蝶国际,中国-广东-深圳,61,-40%,-290
875,60.0,杨受成,先生,中国-香港,,,房地产,英皇,中国-香港,80,-18%,-14
875,60.0,袁莉萍,先生,,,,生物医药,康泰生物,中国-广东-深圳,53,-33%,-206
875,60.0,张清森,未知,,本科,,电子配件,绿联科技,广东深圳,未知,NEW,New
875,60.0,张勇,先生,,本科,,电子商务、金融科技,阿里系,中国-浙江-杭州,未知,-6%,112
875,60.0,张重兴,未知,,,,工业机械,台湾精锐,台湾台中,未知,NEW,New
875,60.0,赵满堂,先生,中国-甘肃-天水,,,矿业、酒店,盛达,中国-甘肃-天水,64,-14%,21
875,60.0,赵延平、杨云,先生,中国-吉林,本科,,卫星导航,华测导航,中国-上海,56,-8%,65
875,60.0,甄荣辉,先生,中国-香港,本科,,互联网服务,51job,中国-上海,62,0%,133
875,60.0,周旭明,先生,,,,化学品原料,科思股份,中国-江苏-南京,51,-24%,-71
918,59.0,陈泽民,先生,中国-重庆-江津,本科,,食品,三全食品,中国-河南-郑州,81,-23%,-107
918,59.0,刘德,先生,,硕士,,北京,小米,中国-北京,未知,NEW,New
918,59.0,姚劲波,先生,中国-湖南-益阳,本科,,生活服务,58同城,中国-北京,48,-2%,90
918,59.0,张亚、周文梅,先生,,,,微波电子器件,国光电气,中国-四川-成都,55,-41%,-333
918,59.0,赵鸿飞,先生,,硕士,,智能终端操作系统,中科创达,中国-北京,50,-49%,-397
923,58.0,吕建明,先生,中国-浙江,硕士,,医疗器械,通策医疗,中国-浙江-杭州,59,-32%,-217
923,58.0,申东日,先生,中国-黑龙江-绥化,,,服装,朗姿,中国-北京,52,-29%,-175
923,58.0,王德根、张强,先生,中国-四川,,,畜牧业、教育,德康农牧,中国-四川-成都,53,-36%,-254
923,58.0,吴城,先生,,,,矿业,国城,中国-北京,未知,-23%,-110
923,58.0,吴凯庭,先生,中国-福建-漳州,,,电子信息产品,万利达,中国-福建-漳州,未知,-32%,-217
923,58.0,谢识才,先生,中国-浙江-杭州,本科,,合金材料,博威合金,中国-浙江-宁波,63,-3%,85
923,58.0,余海军,先生,中国-浙江-绍兴,本科,,汽车销售,宝利德,中国-浙江-杭州,50,-11%,17
923,58.0,周华松、吴文利,先生,,,,淋浴设备,松霖科技,中国-福建-厦门,58,16%,256
923,58.0,周文、郭艺群,先生,,博士,,塑料制造、汽车配件,普利特,中国-上海,59,-32%,-217
932,57.0,陈学利、陈林,先生,,,,医疗器械,威高,中国-山东-威海,73,-43%,-347
932,57.0,苏增福,先生,中国-浙江-台州,,,厨具、投资,苏泊尔,中国-浙江-杭州,84,-10%,59
932,57.0,王富济,先生,,,,医药,片仔癀,中国-福建-漳州,未知,-24%,-119
932,57.0,吴惠芳,先生,中国-江苏-,,,钢铁,永钢,中国-江苏-苏州,未知,-12%,8
932,57.0,吴永华,先生,中国-福建,,,体育用品,安踏,中国-福建-厦门,54,-12%,8
932,57.0,钟培峰,先生,,硕士,,电子,晶晨股份,中国-上海,61,-29%,-177
932,57.0,周俊杰,先生,,,,餐饮设备,银都股份,中国-浙江-杭州,56,-5%,76
939,56.0,刘姗姗,女士,,,,半导体,摩尔线程,中国-北京,未知,0%,141
940,55.0,陈妙林,先生,中国-浙江-杭州,,,房地产,开元旅业,中国-浙江-杭州,72,0%,150
940,55.0,陈清州、翁丽敏,先生,中国-福建-泉州,,,专业无线通信设备,海能达,中国-广东-深圳,59,-21%,-44
940,55.0,陈育宣、林德英,先生,中国-江西-九江,,,电子元件连接器,电连技术,中国-广东-深圳,58,-8%,68
940,55.0,陈卓贤,先生,中国-广东-中山,,,投资、房地产,雅居乐,中国-广东-广州,57,-8%,68
940,55.0,邓颖忠,先生,中国-广东,,,生活用纸,中顺洁柔,中国-广东-中山,73,-31%,-185
940,55.0,郭振宇、KevinGuo,先生,中国-云南-昆明,,,护肤品,贝泰妮,中国-云南-昆明,61,-56%,-469
940,55.0,何德佑,未知,,,,电子元件,嘉泽端子,台湾基隆,未知,NEW,New
940,55.0,何亚民,先生,中国-四川,,,机械制造,利君股份,中国-四川-成都,67,-25%,-79
940,55.0,花轩德,先生,中国-浙江-台州,,,医药,中贝九洲,中国-浙江-台州,81,-48%,-375
940,55.0,黄炳文,先生,,,,印刷,东风印刷,中国-广东-汕头,70,-21%,-44
940,55.0,黄善兵,先生,,,,半导体器件,捷捷微电,中国-江苏-南通,68,10%,239
940,55.0,黄婉茹,先生,,,,基础建设、房地产,联泰,中国-广东-汕头,未知,-8%,68
940,55.0,江淦钧,先生,中国-广东-广州,,,家具,索菲亚,中国-广东-广州,60,-15%,0
940,55.0,姜桂廷、宋桂花,先生,,本科,,设备制造,景津环保,中国-山东-德州,66,-31%,-185
940,55.0,蒋锦志,先生,,本科,,投资,景林资产,中国-上海,未知,0%,150
940,55.0,金磊,先生,,,,生物制药,长春高新,中国-吉林-长春,59,-45%,-355
940,55.0,黎经华,先生,,,,家具零售,罗浮宫家居,中国-广东-佛山,62,-8%,68
940,55.0,李建华、李晓奇,先生,中国-广东-梅州,,,地板,威华,中国-广东-广州,71,-8%,68
940,55.0,李文美、王继华,先生,中国-吉林-长春,硕士,,快速诊断试剂,万孚生物,中国-广东-广州,62,-8%,68
940,55.0,李学凌,先生,,,,游戏、语音软件,欢聚时代,中国-广东-深圳,51,0%,150
940,55.0,李缜、李晨,先生,,,,电池、房地产、影视、投资,国轩高科,中国-安徽-合肥,60,-19%,-16
940,55.0,林海川,先生,中国-广东-东莞,硕士,,仓储物流,宏川,中国-广东-东莞,52,-31%,-185
940,55.0,吕大龙,先生,,,,投资,韦尔股份,中国-北京,未知,-8%,68
940,55.0,马国林,先生,中国-浙江,,,化工,卫星石化,中国-浙江-嘉兴,60,6%,217
940,55.0,孟庆南,先生,中国-湖北,硕士,,通信设备元件,武汉凡谷,中国-湖北-武汉,66,2%,202
940,55.0,潘龙泉,先生,,,,电动工具,泉峰,中国-江苏-南京,61,-31%,-185
940,55.0,彭浩,先生,中国-陕西-咸阳,硕士,,通信部件,信维通信,中国-广东-深圳,57,4%,207
940,55.0,瞿晓铧、张含冰,先生,,,,光伏设备,阿特斯,中国-上海,60,-31%,-185
940,55.0,商晓波、邓烨芳,先生,中国-浙江-绍兴,,,金属结构制造业,鸿路钢构,中国-安徽-合肥,50,-48%,-375
940,55.0,束小龙、董雪,先生,中国-安徽-合肥,,,餐饮,老乡鸡,中国-安徽-合肥,36,0%,150
940,55.0,孙永根,先生,中国-浙江-绍兴,,,化纤,天圣控股,中国-浙江-绍兴,53,-4%,133
940,55.0,汪东颖,先生,中国-甘肃-兰州,,,打印设备,纳思达,中国-广东-珠海,58,0%,150
940,55.0,王刚,先生,,,,物流,满帮,中国-浙江-杭州,48,-8%,68
940,55.0,王坚,先生,,本科,,电子商务、金融科技,阿里系,中国-浙江-杭州,62,0%,150
940,55.0,王俊,先生,,本科,,医疗大数据、基因检测,碳云、华大基因,中国-广东-深圳,48,-8%,68
