排名,财富,姓名,性别,出生地,学历,学校,行业,公司,常驻地,年龄,财富变化,排名变化
1,3500.0,张一鸣,先生,中国-福建-龙岩,本科,南开大学,社交媒体,字节跳动,中国-北京,41,43%,4
2,3400.0,钟睒睒,先生,中国-浙江-绍兴,,,饮料、医疗保健,养生堂,中国-浙江-杭州,70,-24%,-1
3,3150.0,马化腾,先生,中国-海南,本科,深圳大学计算机与软件学院,互联网服务,腾讯,中国-广东-深圳,53,13%,-1
4,2450.0,黄峥,先生,中国-浙江-杭州,硕士,威斯康星大学麦迪逊分校,购物网站,拼多多,中国-上海,44,-9%,-1
5,2350.0,何享健,先生,中国-广东-佛山,,,家电制造,美的,中国-广东-佛山,82,18%,3
6,2000.0,曾毓群,先生,中国-福建-宁德,博士,,锂电池,宁德时代,中国-福建-宁德,56,-20%,-2
6,2000.0,丁磊,先生,中国-浙江-宁波,本科,电子科技大学,互联网技术,网易,中国-浙江-杭州,53,-17%,0
6,2000.0,李嘉诚、李泽钜,先生,中国-香港,,,投资,长江实业,中国-香港,96,-5%,1
9,1750.0,李兆基,先生,中国-广东-佛山,,,房地产,恒基兆业,中国-香港,96,9%,2
10,1650.0,马云,先生,中国-浙江-杭州,本科,杭州师范学院,电子商务、金融科技,阿里系,中国-浙江-杭州,60,-3%,0
11,1450.0,李书福,先生,中国-浙江-台州,博士,哈尔滨工业大学,汽车制造,吉利,中国-浙江-杭州,61,-17%,-2
11,1450.0,严昊,先生,中国-江苏-淮安,本科,,基础建设,太平洋建设,中国-江苏-南京,38,-3%,1
11,1450.0,张刚,先生,中国-山东-聊城,硕士,,电解铝、氧化铝,信发铝电,中国-山东-聊城,43,7%,5
14,1400.0,李蔡美灵,先生,中国-香港,,,调味品,李锦记,中国-香港,未知,0%,0
14,1400.0,吕向阳、张长虹,先生,中国-安徽-芜湖,,,投资,融捷,中国-广东-广州,61,0%,0
16,1350.0,秦英林、钱瑛,先生,中国-河南-南阳,本科,河南农业大学,畜牧,牧原,中国-河南-南阳,59,-7%,-3
16,1350.0,王传福,先生,中国-安徽-芜湖,本科,中南大学,汽车、充电电池,比亚迪,中国-广东-深圳,58,0%,0
16,1350.0,赵长鹏,先生,中国-江苏-连云港,本科,,虚拟货币交易所,币安,阿联酋迪拜,47,200%,81
19,1300.0,雷军,先生,中国-湖北-仙桃,本科,武汉大学,智能硬件与技术、投资,小米,中国-北京,55,38%,15
20,1250.0,陈建华、范红卫,先生,中国-江苏-苏州,硕士,,化纤、石化、房地产,恒力,中国-江苏-苏州,53,0%,0
20,1250.0,张志东,先生,中国-广东-东莞,硕士,华南理工大学,互联网服务,腾讯,中国-广东-深圳,52,14%,6
22,1200.0,刘永行、刘相宇,先生,中国-四川-成都,博士,西华大学,氧化铝、重化工、饲料,东方希望,中国-上海,76,-8%,-4
23,1100.0,王卫,先生,中国-上海,,,快递,顺丰,中国-香港,54,-12%,-3
23,1100.0,魏建军、韩雪娟,先生,中国-河北-保定,,,汽车制造,长城,中国-河北-保定,60,-8%,1
23,1100.0,郑淑良,先生,中国-山东,,,铝业、纺织,魏桥创业,中国-山东-滨州,78,31%,15
26,1000.0,李西廷,先生,中国-安徽-宿州,本科,中国科技大学,医疗器械,迈瑞,新加坡,73,0%,1
27,950.0,党彦宝,先生,,本科,,煤化工,宝丰,中国-宁夏-吴忠,51,0%,4
27,950.0,徐航,先生,中国-广东-广州,本科,清华大学,医疗器械、房地产,迈瑞、鹏瑞,中国-广东-深圳,62,-5%,0
27,950.0,郑家纯,先生,中国-香港,,,珠宝,周大福,中国-香港,76,-27%,-9
30,930.0,郭台铭,先生,中国-台湾-新北,,,电子制造,鸿海,中国-台湾-台北,74,55%,36
30,930.0,吴光正,先生,中国-上海,,,房地产,会德丰,中国-香港,78,-7%,-3
32,910.0,刘銮雄,先生,中国-香港,,,房地产,华人置业,中国-香港,73,-1%,3
33,890.0,黄世霖,先生,中国-福建-宁德,本科,,锂电池,宁德时代,中国-福建-宁德,57,-23%,-8
34,885.0,王兴,先生,中国-福建-龙岩,本科,清华大学,生活服务,美团,中国-北京,45,-29%,-14
35,870.0,庞康,先生,中国-广东-佛山,本科,,调味品,海天味业,中国-广东-佛山,68,9%,5
36,850.0,杜纪川,先生,中国-重庆,,,半导体,金士顿科技,美国-洛杉矶,83,6%,4
36,850.0,孙大卫,先生,中国-台湾-台北,,,半导体,金士顿科技,美国-洛杉矶,73,6%,4
38,810.0,林立,先生,中国-广东-河源,硕士,湖北工业大学,投资,立业,中国-广东-深圳,61,-10%,-2
38,810.0,宗馥莉,女士,,,,饮料,娃哈哈,中国-浙江-杭州,未知,-15%,-7
40,800.0,吕志和,先生,中国-香港,,,博彩,银河,中国-香港,95,-36%,-20
40,800.0,严彬,先生,中国-河南-新乡,,,饮料、地产,华彬,中国-北京,70,-20%,-13
42,770.0,钟慧娟,女士,,,,医药,翰森,中国-上海,63,83%,69
43,750.0,李泽楷,先生,中国-香港,,,电信,电讯盈科,中国-香港,58,-3%,1
44,730.0,蔡浩宇,先生,中国-山东-济南,,,游戏,米哈游,中国-上海,37,9%,11
45,720.0,张聪渊,先生,中国-台湾-桃园,,,鞋业,华利实业,中国-广东-中山,76,24%,26
46,700.0,刘汉元、管亚梅,先生,中国-四川-眉山,,北大光华管理学院,新能源、农业,通威,中国-四川-成都,60,-26%,-15
47,695.0,林百里,先生,中国-上海,,,消费电子产品,广达电脑,中国-台湾-桃园,75,10%,12
48,690.0,刘永好,先生,中国-四川-成都,,四川工程职业技术学院,农业、化工、金融,新希望,中国-四川-成都,73,-20%,-11
49,680.0,蔡崇信,先生,中国-台湾,,,电子商务、金融科技,阿里系,中国-香港,60,42%,37
50,670.0,陈东升,先生,中国-湖北-荆门,博士,武汉大学,保险,泰康,中国-北京,67,-4%,0
50,670.0,项光达,先生,中国-浙江-温州,,,钢铁,青山控股,中国-浙江-温州,66,97%,94
50,670.0,于泳,先生,,,,钼矿,鸿商产业,中国-上海,未知,6%,9
50,670.0,张国华,先生,中国-台湾-台北,,,物流、钢铁,长荣集团,中国-台湾-台北,69,38%,35
54,665.0,邝肖卿,女士,中国-香港,,,房地产,新鸿基,中国-香港,95,-8%,-8
55,650.0,孙飘扬,先生,中国-江苏-镇江,硕士,南京大学,医药,恒瑞,中国-上海,66,7%,9
56,635.0,周群飞、郑俊龙,女士,中国-湖南-湘潭,,,电子器件制造,蓝思科技,中国-湖南-长沙,54,40%,36
57,630.0,王来胜、王雅媛,先生,中国-广东-汕头,,,消费电子,立讯精密,中国-广东-深圳,60,17%,19
57,630.0,徐浩宇,先生,中国-江苏-泰州,,,医药,扬子江药业,中国-江苏-泰州,52,5%,9
59,620.0,王来春,女士,中国-广东-汕头,,清华大学深圳研究生院,消费电子,立讯精密,中国-广东-深圳,57,17%,18
59,620.0,朱保国,先生,中国-河南-新乡,硕士,河南师范大学,医药,健康元,中国-广东-深圳,62,-3%,-1
61,615.0,龚虹嘉、陈春梅,先生,,本科,华中科技大学,视频监控产品,海康威视,中国-香港,59,-13%,-14
62,610.0,岑均达,先生,,,,医药,恒瑞、翰森,中国-江苏-连云港,未知,22%,17
63,600.0,梁稳根、梁在中,先生,中国-湖南-娄底,本科,中南大学,重型机械,三一,中国-湖南-长沙,68,-15%,-16
63,600.0,王玉锁、赵宝菊,先生,中国-河北-廊坊,硕士,天津财经大学,天然气、能源化工,新奥,中国-河北-廊坊,60,9%,12
65,590.0,陈天桥、雒芊芊,先生,中国-浙江-绍兴,本科,复旦大学,投资,盛大,新加坡,51,11%,12
65,590.0,汪俊林,先生,中国-四川-眉山,本科,泸州医学院（西南医科大学）,白酒,郎酒,中国-四川-成都,62,-17%,-18
67,575.0,杜双华,先生,中国-河北-衡水,,,钢铁,日照钢铁,中国-山东-日照,59,1%,6
68,550.0,陈丽华,女士,中国-北京,博士,美国佐治亚州萨凡那艺术设计学院,房地产、紫檀博物馆,富华,中国-北京,83,-5%,3
68,550.0,李水荣,先生,中国-浙江,,,化纤,荣盛控股,中国-浙江-杭州,68,-19%,-15
70,540.0,张勇、舒萍,先生,中国-四川-成都,,,餐饮,海底捞,新加坡,53,-28%,-25
71,525.0,李彦宏、马东敏,先生,中国-山西-阳泉,硕士,布法罗纽约州立大学,网络信息服务,百度,中国-北京,56,-36%,-32
72,520.0,曹仁贤、苏蕾,先生,中国-浙江-杭州,硕士,,光伏设备,阳光电源,中国-安徽-合肥,56,8%,14
72,520.0,刘强东、章泽天,先生,中国-江苏-宿迁,本科,中国人民大学,电子商务、金融,京东,中国-北京,50,-13%,-6
74,510.0,林木勤、林煜鹏,先生,中国-广东-深圳,,,食品饮料,东鹏饮料,中国-广东-深圳,60,17%,34
74,510.0,朱义,先生,,,,医药,百利天恒,中国-成都,61,89%,114
76,500.0,汪立平,先生,中国-江苏-无锡,,,高压油缸,恒立液压,中国-江苏-常州,58,-18%,-12
76,500.0,许仰天,先生,山东-淄博,,,电商,希音,中国-广东-广州,40,0%,3
76,500.0,严昕,女士,中国-江苏-淮安,,,基础设施建设,苏商,中国-江苏-淮安,41,6%,13
79,490.0,林斌,先生,,硕士,美国费城Drexel大学,智能硬件与技术,小米,中国-北京,56,42%,61
79,490.0,罗立国,先生,中国-浙江-宁波,,,硅材料,合盛,中国-浙江-宁波,68,-18%,-13
79,490.0,吴亚军,女士,中国-重庆,本科,西北工业大学,房地产,龙湖,中国-北京,60,-26%,-22
82,480.0,裴振华、容建芬,先生,,,,超净产品,天华超净,中国-江苏-苏州,未知,-23%,-19
82,480.0,许世辉,先生,中国-福建-泉州,,,食品,达利食品,中国-福建-泉州,67,4%,9
84,460.0,蔡明兴,先生,中国-台湾,,,金融服务,富邦,中国-台湾-台北,67,33%,56
84,460.0,陈邦,先生,中国-湖南-长沙,硕士,,医疗服务,爱尔眼科,中国-湖南-长沙,59,-43%,-44
86,450.0,黄楚龙,先生,中国-广东-揭阳,,,房地产、投资,星河,中国-广东-深圳,65,-8%,-2
86,450.0,李华,先生,中国-四川,本科,华南理工大学,房地产,卓越,中国-广东-深圳,58,-33%,-31
88,440.0,蔡明忠,先生,中国-台湾,,,金融服务,富邦,中国-台湾-台北,68,38%,67
88,440.0,谢青,先生,中国-北京,硕士,,网路安全,飞塔,美国-旧金山,未知,24%,42
90,435.0,李天颖,先生,中国-香港,,,房地产,新鸿基,中国-香港,未知,-4%,2
90,435.0,米高·嘉道理,先生,中国-香港,,,能源,中电,中国-香港,83,6%,23
92,430.0,陈贤哲,先生,中国-台湾,,,投资,北极星,中国-台湾-台北,71,-4%,5
92,430.0,张虔生,先生,中国-台湾,,,工业品、房地产,日月光,中国-台湾-高雄,80,21%,38
94,425.0,虞仁荣,先生,,本科,,半导体,韦尔股份,中国-上海,58,-4%,8
95,420.0,蔡宏图,先生,中国-台湾,,,金融服务,霖园,中国-台湾-台北,72,29%,55
95,420.0,杨惠妍,女士,中国-广东-佛山,本科,俄亥俄州立大学,投资、房地产、教育,碧桂园,中国-广东-佛山,43,-13%,-9
97,415.0,沈国军,先生,中国-浙江-宁波,硕士,中南财经大学,零售、房地产、物流,银泰,中国-北京,62,-34%,-38
97,415.0,宋建波,先生,中国-山东-烟台,,,铝业、纺织、房地产,南山,中国-山东-烟台,54,11%,26
99,410.0,霍斯特·帕德威尔,先生,中国-香港,,,消费品,创科实业,中国-香港,79,34%,66
99,410.0,鲁伟鼎,先生,中国-浙江-杭州,,,汽车制造业、房地产、农业,万向,中国-浙江-杭州,53,-7%,6
99,410.0,其实,先生,中国-上海,博士,复旦大学,信息服务,东方财富,中国-上海,54,-32%,-33
99,410.0,阮立平,先生,,,,插座,公牛,中国-宁波,60,-7%,6
103,405.0,方威,先生,中国-辽宁-沈阳,,,碳素、钢铁、煤焦,方大,中国-北京,51,-36%,-44
103,405.0,蒋仁生,先生,中国-广西-桂林,,桂林医学院,疫苗,智飞生物,中国-重庆,71,-40%,-50
103,405.0,阮学平,先生,,,,插座,公牛,中国-宁波,52,-8%,2
103,405.0,朱孟依,先生,中国-广东-梅州,,,房地产、投资,合生创展,中国-广东-广州,65,-11%,-11
107,400.0,蔡衍明,先生,中国-台湾-台北,,,食品和饮料,旺旺,中国-台湾-台北,67,-7%,2
107,400.0,丁世忠,先生,中国-福建-泉州,,,体育用品,安踏,中国-福建-厦门,54,-10%,-5
107,400.0,赖海民,先生,中国-广东-揭阳,,,房地产,鸿荣源,中国-广东-深圳,58,-20%,-28
107,400.0,刘伟,先生,,,,游戏,米哈游,中国-上海,37,8%,19
107,400.0,苏海文,先生,奥地利,,,物流,BW,中国-香港,83,4%,11
112,395.0,王旭宁,先生,中国-北京,硕士,,小家电,JS环球生活,中国-上海,55,126%,201
113,390.0,谢华,先生,中国-北京,硕士,,网路安全,飞塔,美国-旧金山,未知,24%,46
114,385.0,蔡政达,先生,中国-台湾,,,金融服务,霖园,中国-台湾-台北,未知,28%,53
114,385.0,李平,先生,,本科,,锂电池,宁德时代,中国-福建-宁德,56,-23%,-35
116,380.0,曾芳勤,女士,,,,消费电子精密件,领益智造,中国-广东-深圳,59,38%,68
116,380.0,丁世家,先生,中国-福建-泉州,,,体育用品,安踏,中国-福建-厦门,60,-11%,-6
116,380.0,罗宇皓,先生,,,,游戏,米哈游,中国-上海,37,9%,21
116,380.0,沈彬,未知,中国-浙江-杭州,本科,,钢铁,沙钢,江苏苏州,未知,-1%,2
120,375.0,李小冬,先生,,,,网络游戏、电商,冬海集团,新加坡,46,92%,154
120,375.0,谢炳,先生,中国-广东-汕头,,,医药,中生制药,中国-香港,72,6%,10
122,370.0,高德康,先生,中国-江苏-苏州,,,服装,波司登,中国-江苏-苏州,72,19%,40
122,370.0,马建荣,先生,中国-浙江,,,纺织、服装,申洲针织,中国-浙江-宁波,59,-17%,-20
122,370.0,修涞贵、李艳华,先生,中国-吉林,本科,吉林大学,医药,修正药业,中国-吉林-长春,69,4%,8
125,360.0,邬建树,先生,中国-浙江-宁波,,,汽车零部件制造,拓普,中国-浙江-宁波,60,-36%,-51
126,355.0,陈发树,先生,中国-福建-泉州,,,医药、零售、投资,新华都,中国-福建-福州,63,-7%,-4
126,355.0,黄如论、黄涛,先生,中国-福建-福州,,,房地产,世纪金源,中国-北京,73,0%,4
128,350.0,赖梅松,先生,,,,物流,中通,中国-上海,54,-9%,-10
128,350.0,汪滔,先生,中国-浙江-杭州,本科,香港科技大学,无人机,大疆,中国-广东-深圳,44,-30%,-49
128,350.0,张和君,先生,,,,电器零部件制造,德业股份,中国-浙江-宁波,72,40%,77
131,340.0,朱艳,先生,中国-陕西-渭南,,,房地产服务,贝壳,中国-北京,53,-7%,-3
132,335.0,陈志列、王蓉,先生,中国-江苏-无锡,硕士,西北工大研究生院,特种计算机,研祥,中国-广东-深圳,61,8%,30
132,335.0,李想,先生,,,,新能源汽车,理想汽车,中国-北京,43,-52%,-82
132,335.0,张忠谋,先生,中国-浙江-宁波,,,半导体,台积电,中国-台湾-新竹,93,72%,142
135,330.0,刘金成、骆锦红,先生,中国-湖北-武汉,硕士,,锂电池,亿纬锂能,中国-广东-惠州,60,-27%,-43
135,330.0,张志祥,先生,中国-浙江-宁波,本科,东北大学,钢铁、矿业、船运,建龙,中国-北京,57,-1%,11
137,325.0,李革,先生,中国-北京,,美国哥伦比亚大学,医药,药明康德,中国-上海,57,-28%,-40
137,325.0,林张素娥,先生,,,,房地产、金融,联邦,中国-台湾-台北,未知,3%,22
137,325.0,史玉柱、史静,先生,中国-安徽-蚌阜,本科,深圳大学,金融、在线游戏、投资,巨人,中国-上海,62,-8%,-7
140,320.0,陈天石,先生,,,,人工智能芯片,寒武纪,中国-北京,39,73%,150
140,320.0,何小鹏,先生,中国-湖北-黄石,本科,,新能源汽车,小鹏汽车,中国-广东-广州,47,-29%,-43
140,320.0,胡凯军,先生,,,,医药,远大,中国-北京,62,-14%,-14
143,315.0,陈金霞,女士,中国-上海,硕士,上海财经大学,医药、投资,涌金投资,中国-上海,56,-2%,12
144,310.0,何超琼,女士,中国-香港,,,博彩,信德、美高梅中国,中国-香港,62,2%,21
145,305.0,郭炳联,先生,中国-香港,,,房地产,新鸿基,中国-香港,72,-6%,5
145,305.0,郭基辉,先生,中国-香港,,,房地产,新鸿基,中国-香港,41,-6%,5
145,305.0,施永宏、李海燕,先生,中国-四川-成都,,,餐饮,海底捞,中国-北京,54,-22%,-30
148,300.0,程雪,女士,中国-江苏-盐城,本科,,调味品,海天味业,中国-广东-佛山,54,9%,36
148,300.0,董建成,先生,中国-上海,,,运输,东方海外,中国-香港,81,0%,19
148,300.0,林建华、张虹,先生,中国-福建,本科,,光伏材料,福斯特,中国-浙江-杭州,62,-25%,-34
148,300.0,刘益谦,先生,中国-上海,,,投资,新理益,中国-上海,61,-20%,-25
148,300.0,沈南鹏,先生,中国-浙江-嘉兴,硕士,耶鲁大学,投资,红杉,中国-香港,57,11%,40
148,300.0,杨建文,先生,中国-香港,,,工业产品,伯恩光学,中国-香港,71,15%,51
148,300.0,易峥,先生,中国-北京,本科,浙江大学,软件,同花顺,中国-浙江-杭州,54,-9%,0
155,295.0,陈凯旋,先生,中国-广东-揭阳,,中山大学,日化用品,立白,中国-广东-广州,66,-8%,0
155,295.0,辜仲立,先生,中国-台湾-台北,,,金融服务,中信金控,中国-台湾-台北,57,9%,33
157,290.0,蔡奎,先生,中国-四川-资阳,本科,南京航空航天大学,房地产,龙湖,中国-香港,63,-26%,-42
157,290.0,蔡志明,先生,中国-广东-揭阳,,,玩具,旭日国际,中国-香港,79,4%,22
157,290.0,米恩华,先生,中国-山东-泰安,,,地产、畜牧,华凌工贸,中国-新疆-乌鲁木齐,66,2%,17
157,290.0,王健林,先生,中国-四川-绵阳,本科,辽宁大学,房地产、文化,万达,中国-北京,70,-38%,-68
157,290.0,吴向东,先生,中国-湖南-株洲,,,酒业、投资,华泽,中国-北京,54,-16%,-17
157,290.0,杨绍鹏,先生,中国-山东-青岛,,,航运,海丰,中国-上海,68,21%,57
157,290.0,尤小平,先生,中国-浙江-温州,,,化工、铝业、投资,华峰,中国-浙江-温州,66,2%,17
164,285.0,蔡明介,先生,中国-台湾,,,半导体,联发科技,中国-台湾-新竹,74,50%,116
164,285.0,陈华,先生,中国-广东-湛江,,,房地产、投资,京基,中国-广东-深圳,58,-19%,-27
164,285.0,郭广昌,先生,中国-浙江-金华,硕士,复旦大学,投资,复星,中国-上海,57,-16%,-20
164,285.0,赵涛,先生,中国-陕西-西安,硕士,西安医科大学,医药,步长,中国-北京,58,-3%,6
168,280.0,钭正刚,先生,中国-浙江,,,能源、化工,锦江,中国-浙江-杭州,71,12%,37
168,280.0,李华,先生,,本科,,金融服务,富途,中国-香港,46,4%,20
168,280.0,孙广信,先生,中国-新疆-乌鲁木齐,硕士,西安陆军学院,汽车销售、能源、房地产,广汇,中国-新疆-乌鲁木齐,62,-11%,-9
168,280.0,徐旭东,先生,中国-上海,,,金融服务,远东,中国-台湾-新北,83,33%,85
172,275.0,王宁,先生,中国-河南-新乡,,,玩具,泡泡玛特,中国-北京,37,72%,186
173,270.0,李贤义,先生,中国-福建-泉州,,,玻璃,信义,中国-香港,72,-25%,-44
173,270.0,涂辉龙,先生,中国-广东-汕尾,硕士,,商业、金融、地产,海雅,中国-广东-深圳,65,0%,15
173,270.0,朱鼎健,先生,中国-香港,本科,加拿大西安大略大学,房地产,观澜湖,中国-广东-深圳,50,0%,15
176,265.0,梁庆德,先生,中国-广东-佛山,,,家电,格兰仕,中国-广东-佛山,87,-15%,-14
176,265.0,夏佐全,先生,中国-湖北-襄阳,本科,,汽车、充电电池,比亚迪,中国-广东-深圳,61,-7%,-2
176,265.0,叶澄海、廖清清,先生,中国-广东-梅州,硕士,中国人民大学,医药,信立泰,中国-广东-深圳,81,6%,29
179,260.0,江南春,先生,中国-上海,本科,华东师范大学,数字新媒体、投资,分众传媒,中国-上海,51,-19%,-24
179,260.0,李振国、李喜燕,先生,中国-河南-许昌,硕士,,硅材料,隆基,中国-陕西-西安,56,-37%,-67
179,260.0,林陈海,先生,中国-台湾-台北,,,房地产,宝佳,中国-台湾-新北,未知,21%,64
179,260.0,林鸿南,先生,中国-台湾,,,投资,宏泰,中国-台湾-台北,57,6%,33
179,260.0,刘克振,先生,中国-台湾,,,电脑产品,研华,中国-台湾-台北,70,8%,35
179,260.0,张磊,先生,中国-河南-驻马店,硕士,美国耶鲁大学,投资,高瓴资本,中国-香港,52,8%,35
185,255.0,李春安,先生,中国-甘肃-兰州,硕士,,硅材料,隆基,中国-陕西-西安,56,-9%,-6
185,255.0,缪汉根、朱红梅,先生,中国-江苏-苏州,,,印染、化纤、房地产,盛虹,中国-江苏-苏州,59,-35%,-70
185,255.0,叶国富、杨云云,先生,中国-湖北-十堰,,,新零售,名创优品,中国-广东-广州,47,-34%,-67
185,255.0,余竹云,先生,中国-浙江-衢州,,,绿色建材、新能源,中环新能源,中国-安徽-合肥,51,113%,307
185,255.0,喻会蛟,先生,中国-浙江,,,物流,圆通速递,中国-上海,55,0%,17
185,255.0,周建平,先生,中国-江苏-无锡,,,服装、投资,海澜,中国-江苏-无锡,63,-12%,-14
191,250.0,曹德旺,先生,中国-福建-福州,,,玻璃,福耀玻璃,中国-福建-福州,78,19%,62
191,250.0,杜江涛、郝虹,先生,中国-内蒙古-乌海,本科,,煤化工、电力、运输,君正,中国-内蒙古-乌海,55,0%,14
191,250.0,缪寿良,先生,中国-广东,,美国席勒国际大学,房地产、水电,富源,中国-广东-深圳,69,-7%,-3
191,250.0,彭铁缆,先生,中国-湖南-长沙,,,企业服务,博深集团,中国-湖南-长沙,未知,4%,23
191,250.0,宋涛,先生,,,,游戏,米哈游,中国-上海,48,6%,32
